Time stamp,Acceleration,Direction(vector form),High speed alert!,Direction Aler!
2024-05-15T04:07:29.008Z,3.1,2.70i -1.51j 0.04k,Alert: High Acceleration Detected!,No Alert
2024-05-15T04:07:30.008Z,2.61,2.29i -1.25j 0.17k,No Alert,No Alert
2024-05-15T04:07:31.008Z,2.82,2.66i -0.95j 0.01k,No Alert,No Alert
2024-05-15T04:07:32.008Z,2.22,2.06i -0.80j 0.16k,No Alert,No Alert
2024-05-15T04:07:33.009Z,1.81,1.68i -0.30j 0.60k,No Alert,No Alert
2024-05-15T04:07:34.008Z,2.2,1.74i 0.03j 1.34k,No Alert,No Alert
2024-05-15T04:07:35.008Z,2.05,1.34i 0.37j 1.50k,No Alert,No Alert
2024-05-15T04:07:36.009Z,1.48,1.15i 0.28j 0.88k,No Alert,No Alert
2024-05-15T04:07:37.008Z,1.9,0.92i -0.06j 1.67k,No Alert,No Alert
2024-05-15T04:07:38.008Z,2.65,0.86i -1.12j 2.24k,No Alert,No Alert
2024-05-15T04:07:39.008Z,3.24,0.98i -1.52j 2.69k,Alert: High Acceleration Detected!,No Alert
2024-05-15T04:07:40.009Z,2.71,1.06i -1.08j 2.25k,No Alert,No Alert
2024-05-15T04:07:41.009Z,3.46,1.36i -1.63j 2.73k,Alert: High Acceleration Detected!,No Alert
2024-05-15T04:07:42.007Z,3.76,1.53i -1.88j 2.88k,Alert: High Acceleration Detected!,No Alert
2024-05-15T04:07:43.008Z,2.79,1.13i -1.20j 2.26k,No Alert,No Alert
2024-05-15T04:07:44.008Z,1.91,0.83i -0.61j 1.61k,No Alert,No Alert
2024-05-15T04:07:45.009Z,1.29,0.60i -0.17j 1.12k,No Alert,No Alert
2024-05-15T04:07:46.009Z,0.9,0.44i 0.14j 0.77k,No Alert,No Alert
2024-05-15T04:07:47.008Z,0.7,0.32i 0.37j 0.50k,No Alert,No Alert
2024-05-15T04:07:48.008Z,0.65,0.24i 0.53j 0.30k,No Alert,No Alert
2024-05-15T04:07:49.009Z,0.69,0.17i 0.65j 0.14k,No Alert,No Alert
2024-05-15T04:07:50.009Z,0.74,0.13i 0.73j 0.01k,No Alert,No Alert
2024-05-15T04:07:51.008Z,0.76,0.09i 0.73j -0.17k,No Alert,No Alert
2024-05-15T04:07:52.008Z,0.75,0.07i 0.64j -0.37k,No Alert,No Alert
2024-05-15T04:07:53.009Z,0.78,0.06i 0.58j -0.52k,No Alert,No Alert
2024-05-15T04:07:54.009Z,0.81,0.05i 0.52j -0.62k,No Alert,No Alert
2024-05-15T04:07:55.008Z,0.85,0.04i 0.48j -0.70k,No Alert,No Alert
2024-05-15T04:07:56.008Z,0.7,-0.01i 0.64j -0.27k,No Alert,No Alert
2024-05-15T04:07:57.009Z,0.53,0.04i 0.52j 0.11k,No Alert,No Alert
2024-05-15T04:07:58.008Z,0.54,0.04i 0.41j 0.36k,No Alert,No Alert
2024-05-15T04:07:59.007Z,0.67,0.04i 0.44j 0.49k,No Alert,No Alert
2024-05-15T04:08:00.009Z,0.73,0.07i 0.36j 0.64k,No Alert,No Alert
2024-05-15T04:08:01.009Z,0.79,0.08i 0.27j 0.74k,No Alert,No Alert
2024-05-15T04:08:02.008Z,0.85,0.09i 0.20j 0.82k,No Alert,No Alert
2024-05-15T04:08:03.009Z,0.89,0.09i 0.15j 0.87k,No Alert,No Alert
2024-05-15T04:08:04.008Z,0.92,0.09i 0.12j 0.91k,No Alert,No Alert
2024-05-15T04:08:05.008Z,0.95,0.09i 0.09j 0.94k,No Alert,No Alert
2024-05-15T04:08:06.009Z,0.96,0.09i 0.08j 0.96k,No Alert,No Alert
2024-05-15T04:08:07.008Z,0.98,0.10i 0.06j 0.97k,No Alert,No Alert
2024-05-15T04:08:08.010Z,0.99,0.10i 0.06j 0.98k,No Alert,No Alert
2024-05-15T04:08:09.011Z,1,0.10i 0.05j 0.99k,No Alert,No Alert
2024-05-15T04:08:10.008Z,1.01,0.10i 0.04j 1.00k,No Alert,No Alert
2024-05-15T04:08:11.008Z,1.01,0.09i 0.04j 1.00k,No Alert,No Alert
2024-05-15T04:08:12.007Z,1.01,0.09i 0.04j 1.01k,No Alert,No Alert
2024-05-15T04:08:13.009Z,1.01,0.09i 0.03j 1.01k,No Alert,No Alert
2024-05-15T04:08:14.008Z,1.01,0.09i 0.03j 1.01k,No Alert,No Alert
2024-05-15T04:08:15.010Z,1.01,0.09i 0.03j 1.01k,No Alert,No Alert
2024-05-15T04:08:16.008Z,1.02,0.08i 0.03j 1.01k,No Alert,No Alert
2024-05-15T04:08:17.009Z,1.01,0.08i 0.03j 1.01k,No Alert,No Alert
2024-05-15T04:08:18.010Z,1.01,0.08i 0.03j 1.01k,No Alert,No Alert
2024-05-15T04:08:19.008Z,1.01,0.08i 0.03j 1.01k,No Alert,No Alert
2024-05-15T04:08:20.007Z,1.01,0.07i 0.03j 1.01k,No Alert,No Alert
2024-05-15T04:08:21.008Z,1.01,0.07i 0.03j 1.01k,No Alert,No Alert
2024-05-15T04:08:22.007Z,1.02,0.07i 0.03j 1.01k,No Alert,No Alert
2024-05-15T04:08:23.008Z,1.01,0.07i 0.02j 1.01k,No Alert,No Alert
2024-05-15T04:08:24.008Z,1.01,0.07i 0.02j 1.01k,No Alert,No Alert
2024-05-15T04:08:25.009Z,1.01,0.07i 0.03j 1.01k,No Alert,No Alert
2024-05-15T04:08:26.010Z,1.03,0.06i 0.03j 1.03k,No Alert,No Alert
2024-05-15T04:08:27.009Z,1.03,0.06i 0.03j 1.02k,No Alert,No Alert
2024-05-15T04:08:28.009Z,1.02,0.06i 0.03j 1.02k,No Alert,No Alert
2024-05-15T04:08:29.008Z,1.02,0.05i 0.03j 1.02k,No Alert,No Alert
2024-05-15T04:08:30.009Z,1.02,0.05i 0.02j 1.02k,No Alert,No Alert
2024-05-15T04:08:31.008Z,1.02,0.04i 0.02j 1.02k,No Alert,No Alert
2024-05-15T04:08:32.009Z,1.02,0.04i 0.02j 1.01k,No Alert,No Alert
2024-05-15T04:08:33.010Z,1.02,0.04i 0.02j 1.01k,No Alert,No Alert
2024-05-15T04:08:34.009Z,1.02,0.04i 0.02j 1.02k,No Alert,No Alert
2024-05-15T04:08:35.008Z,1.02,0.04i 0.02j 1.01k,No Alert,No Alert
2024-05-15T04:08:36.008Z,1.01,0.04i 0.02j 1.01k,No Alert,No Alert
2024-05-15T04:08:37.009Z,1.01,0.04i 0.02j 1.01k,No Alert,No Alert
2024-05-15T04:08:38.008Z,1.01,0.04i 0.02j 1.01k,No Alert,No Alert
2024-05-15T04:08:39.009Z,1.01,0.04i 0.02j 1.01k,No Alert,No Alert
2024-05-15T04:08:40.009Z,1.01,0.04i 0.02j 1.01k,No Alert,No Alert
2024-05-15T04:08:41.008Z,1.01,0.04i 0.02j 1.01k,No Alert,No Alert
2024-05-15T04:08:42.010Z,1.01,0.04i 0.02j 1.01k,No Alert,No Alert
2024-05-15T04:08:43.008Z,1.01,0.04i 0.02j 1.01k,No Alert,No Alert
2024-05-15T04:08:44.008Z,1.01,0.04i 0.02j 1.01k,No Alert,No Alert
2024-05-15T04:08:45.009Z,0.6,-0.03i -0.23j 0.55k,No Alert,No Alert
2024-05-15T04:08:46.009Z,0.81,0.14i -0.30j 0.74k,No Alert,No Alert
2024-05-15T04:08:47.009Z,0.65,0.26i -0.32j 0.50k,No Alert,No Alert
2024-05-15T04:08:48.008Z,0.66,0.44i -0.34j 0.36k,No Alert,No Alert
2024-05-15T04:08:49.008Z,0.71,0.56i -0.35j 0.25k,No Alert,No Alert
2024-05-15T04:08:50.009Z,0.77,0.66i -0.36j 0.17k,No Alert,No Alert
2024-05-15T04:08:51.009Z,0.82,0.73i -0.36j 0.12k,No Alert,No Alert
2024-05-15T04:08:52.008Z,0.87,0.78i -0.36j 0.08k,No Alert,No Alert
2024-05-15T04:08:53.009Z,0.91,0.83i -0.36j 0.05k,No Alert,No Alert
2024-05-15T04:08:54.007Z,0.93,0.86i -0.37j 0.03k,No Alert,No Alert
2024-05-15T04:08:55.007Z,0.95,0.88i -0.36j 0.02k,No Alert,No Alert
2024-05-15T04:08:56.010Z,0.97,0.90i -0.36j 0.01k,No Alert,No Alert
2024-05-15T04:08:57.009Z,0.97,0.90i -0.36j 0.00k,No Alert,No Alert
2024-05-15T04:08:58.009Z,0.98,0.91i -0.36j -0.00k,No Alert,No Alert
2024-05-15T04:08:59.008Z,0.98,0.91i -0.36j -0.01k,No Alert,No Alert
2024-05-15T04:09:00.008Z,0.99,0.92i -0.36j -0.01k,No Alert,No Alert
2024-05-15T04:09:01.007Z,0.99,0.93i -0.35j -0.01k,No Alert,No Alert
2024-05-15T04:09:02.008Z,0.99,0.93i -0.35j -0.01k,No Alert,No Alert
2024-05-15T04:09:03.009Z,1,0.93i -0.36j -0.01k,No Alert,No Alert
2024-05-15T04:09:04.007Z,1.01,0.94i -0.36j -0.01k,No Alert,No Alert
2024-05-15T04:09:05.008Z,1.01,0.94i -0.36j -0.01k,No Alert,No Alert
2024-05-15T04:09:06.008Z,1.01,0.95i -0.36j -0.01k,No Alert,No Alert
2024-05-15T04:09:07.008Z,1,0.94i -0.36j -0.01k,No Alert,No Alert
2024-05-15T04:09:08.008Z,0.99,0.92i -0.35j -0.02k,No Alert,No Alert
2024-05-15T04:09:09.007Z,1.09,1.01i -0.40j -0.03k,No Alert,No Alert
2024-05-15T04:09:10.009Z,1.09,1.04i -0.33j -0.04k,No Alert,No Alert
2024-05-15T04:09:11.007Z,1.02,0.95i -0.38j 0.00k,No Alert,No Alert
2024-05-15T04:09:12.008Z,0.96,0.94i -0.16j -0.00k,No Alert,No Alert
2024-05-15T04:09:13.008Z,1.82,1.77i -0.39j -0.15k,No Alert,No Alert
2024-05-15T04:09:14.007Z,1.46,1.43i -0.28j 0.09k,No Alert,No Alert
2024-05-15T04:09:15.009Z,1.2,1.14i -0.18j 0.32k,No Alert,No Alert
2024-05-15T04:09:16.008Z,1.04,0.91i -0.09j 0.50k,No Alert,No Alert
2024-05-15T04:09:17.007Z,0.97,0.74i -0.03j 0.62k,No Alert,No Alert
2024-05-15T04:09:18.008Z,0.95,0.62i 0.01j 0.72k,No Alert,No Alert
2024-05-15T04:09:19.009Z,0.95,0.53i 0.04j 0.78k,No Alert,No Alert
2024-05-15T04:09:20.008Z,0.94,0.42i 0.10j 0.84k,No Alert,No Alert
2024-05-15T04:09:21.008Z,0.96,0.36i 0.12j 0.88k,No Alert,No Alert
2024-05-15T04:09:22.008Z,0.96,0.29i 0.15j 0.90k,No Alert,No Alert
2024-05-15T04:09:23.009Z,0.97,0.25i 0.17j 0.92k,No Alert,No Alert
2024-05-15T04:09:24.008Z,0.98,0.21i 0.18j 0.94k,No Alert,No Alert
2024-05-15T04:09:25.008Z,0.99,0.19i 0.19j 0.95k,No Alert,No Alert
2024-05-15T04:09:26.009Z,0.99,0.17i 0.20j 0.96k,No Alert,No Alert
2024-05-15T04:09:27.010Z,1,0.16i 0.20j 0.97k,No Alert,No Alert
2024-05-15T04:09:28.007Z,1.01,0.15i 0.21j 0.97k,No Alert,No Alert
2024-05-15T04:09:29.008Z,1.01,0.15i 0.21j 0.97k,No Alert,No Alert
2024-05-15T04:09:30.009Z,1.01,0.14i 0.21j 0.97k,No Alert,No Alert
2024-05-15T04:09:31.008Z,1.01,0.13i 0.22j 0.98k,No Alert,No Alert
2024-05-15T04:09:32.007Z,1.01,0.11i 0.23j 0.98k,No Alert,No Alert
2024-05-15T04:09:33.007Z,1.01,0.10i 0.24j 0.98k,No Alert,No Alert
2024-05-15T04:09:34.007Z,1.01,0.09i 0.24j 0.98k,No Alert,No Alert
2024-05-15T04:09:35.007Z,1.01,0.08i 0.25j 0.98k,No Alert,No Alert
2024-05-15T04:09:36.007Z,1.01,0.07i 0.25j 0.98k,No Alert,No Alert
2024-05-15T04:09:37.007Z,1.01,0.07i 0.25j 0.98k,No Alert,No Alert
2024-05-15T04:09:38.007Z,1.01,0.07i 0.25j 0.98k,No Alert,No Alert
2024-05-15T04:09:39.007Z,1.01,0.06i 0.25j 0.98k,No Alert,No Alert
2024-05-15T04:09:40.008Z,1.01,0.06i 0.25j 0.98k,No Alert,No Alert
2024-05-15T04:09:41.008Z,1.01,0.06i 0.25j 0.98k,No Alert,No Alert
2024-05-15T04:09:42.007Z,1.01,0.06i 0.24j 0.98k,No Alert,No Alert
2024-05-15T04:09:43.007Z,1.01,0.06i 0.24j 0.98k,No Alert,No Alert
2024-05-15T04:09:44.007Z,1.01,0.07i 0.24j 0.98k,No Alert,No Alert
2024-05-15T04:09:45.009Z,1.01,0.07i 0.24j 0.98k,No Alert,No Alert
2024-05-15T04:09:46.008Z,1.01,0.07i 0.24j 0.98k,No Alert,No Alert
2024-05-15T04:09:47.007Z,1.01,0.07i 0.23j 0.98k,No Alert,No Alert
2024-05-15T04:09:48.008Z,1.02,0.07i 0.23j 0.99k,No Alert,No Alert
2024-05-15T04:09:49.007Z,1.01,0.08i 0.23j 0.99k,No Alert,No Alert
2024-05-15T04:09:50.007Z,1.01,0.08i 0.23j 0.99k,No Alert,No Alert
2024-05-15T04:09:51.008Z,1.01,0.08i 0.23j 0.99k,No Alert,No Alert
2024-05-15T04:09:52.009Z,1.01,0.08i 0.23j 0.99k,No Alert,No Alert
2024-05-15T04:09:53.008Z,1.01,0.08i 0.23j 0.98k,No Alert,No Alert
2024-05-15T04:09:54.007Z,1.01,0.07i 0.23j 0.98k,No Alert,No Alert
2024-05-15T04:09:55.008Z,1.01,0.07i 0.23j 0.98k,No Alert,No Alert
2024-05-15T04:09:56.007Z,1.01,0.07i 0.23j 0.99k,No Alert,No Alert
2024-05-15T04:09:57.007Z,1.01,0.07i 0.22j 0.99k,No Alert,No Alert
2024-05-15T04:09:58.007Z,1.01,0.07i 0.23j 0.99k,No Alert,No Alert
2024-05-15T04:09:59.007Z,1.01,0.07i 0.23j 0.98k,No Alert,No Alert
2024-05-15T04:10:00.009Z,1.01,0.07i 0.23j 0.98k,No Alert,No Alert
2024-05-15T04:10:01.007Z,1.01,0.07i 0.23j 0.98k,No Alert,No Alert
2024-05-15T04:10:02.006Z,0.91,0.03i 0.16j 0.90k,No Alert,No Alert
2024-05-15T04:10:03.007Z,0.85,0.02i -0.08j 0.84k,No Alert,No Alert
2024-05-15T04:10:04.007Z,0.86,0.01i 0.09j 0.85k,No Alert,No Alert
2024-05-15T04:10:05.007Z,0.88,0.01i 0.21j 0.85k,No Alert,No Alert
2024-05-15T04:10:06.008Z,0.91,0.01i 0.30j 0.85k,No Alert,No Alert
2024-05-15T04:10:07.008Z,0.84,0.17i -0.18j 0.80k,No Alert,No Alert
2024-05-15T04:10:08.007Z,1.05,0.25i -0.01j 1.01k,No Alert,No Alert
2024-05-15T04:10:09.007Z,1.63,1.00i -1.08j 0.70k,No Alert,No Alert
2024-05-15T04:10:10.007Z,2.1,1.81i -0.81j 0.70k,No Alert,No Alert
2024-05-15T04:10:11.008Z,2.47,2.32i -0.63j 0.54k,No Alert,No Alert
2024-05-15T04:10:12.007Z,3.09,2.78i -1.31j 0.31k,Alert: High Acceleration Detected!,No Alert
2024-05-15T04:10:13.007Z,3.73,3.11i -2.04j 0.36k,Alert: High Acceleration Detected!,No Alert
2024-05-15T04:10:14.007Z,3.61,3.35i -1.25j 0.55k,Alert: High Acceleration Detected!,No Alert
2024-05-15T04:10:15.008Z,3.55,3.52i -0.28j 0.35k,Alert: High Acceleration Detected!,No Alert
2024-05-15T04:10:16.007Z,3.71,3.65i 0.11j 0.68k,Alert: High Acceleration Detected!,No Alert
2024-05-15T04:10:17.008Z,4.21,3.74i 1.16j 1.54k,Alert: High Acceleration Detected!,No Alert
2024-05-15T04:10:18.008Z,4.12,3.81i 1.12j 1.08k,Alert: High Acceleration Detected!,No Alert
2024-05-15T04:10:19.007Z,3.76,3.62i 0.39j 0.95k,Alert: High Acceleration Detected!,No Alert
2024-05-15T04:10:20.007Z,3.35,3.19i -0.16j 1.01k,Alert: High Acceleration Detected!,No Alert
2024-05-15T04:10:21.009Z,3.18,3.11i -0.47j 0.45k,Alert: High Acceleration Detected!,No Alert
2024-05-15T04:10:22.007Z,3.35,3.35i -0.18j -0.06k,Alert: High Acceleration Detected!,No Alert
2024-05-15T04:10:23.006Z,3.61,3.52i 0.54j -0.55k,Alert: High Acceleration Detected!,No Alert
2024-05-15T04:10:24.008Z,3.67,3.65i 0.36j -0.06k,Alert: High Acceleration Detected!,No Alert
2024-05-15T04:10:25.008Z,3.77,3.74i 0.40j -0.10k,Alert: High Acceleration Detected!,No Alert
2024-05-15T04:10:26.007Z,3.82,3.81i -0.09j -0.28k,Alert: High Acceleration Detected!,No Alert
2024-05-15T04:10:27.007Z,2.94,2.93i -0.23j -0.05k,No Alert,No Alert
2024-05-15T04:10:28.008Z,1.94,1.88i -0.47j 0.03k,No Alert,No Alert
2024-05-15T04:10:29.008Z,1.77,1.73i -0.29j 0.22k,No Alert,No Alert
2024-05-15T04:10:30.007Z,1.35,1.27i -0.46j -0.01k,No Alert,No Alert
2024-05-15T04:10:31.007Z,1.24,1.04i -0.68j 0.02k,No Alert,No Alert
2024-05-15T04:10:32.007Z,0.99,0.80i -0.50j 0.29k,No Alert,No Alert
2024-05-15T04:10:33.007Z,0.85,0.59i -0.36j 0.49k,No Alert,No Alert
2024-05-15T04:10:34.009Z,0.81,0.44i -0.25j 0.63k,No Alert,No Alert
2024-05-15T04:10:35.007Z,0.82,0.33i -0.17j 0.73k,No Alert,No Alert
2024-05-15T04:10:36.007Z,0.85,0.25i -0.12j 0.81k,No Alert,No Alert
2024-05-15T04:10:37.007Z,0.89,0.17i -0.08j 0.87k,No Alert,No Alert
2024-05-15T04:10:38.008Z,0.88,0.13i -0.32j 0.81k,No Alert,No Alert
2024-05-15T04:10:39.009Z,0.61,-0.04i -0.40j 0.46k,No Alert,No Alert
2024-05-15T04:10:40.007Z,0.6,-0.24i -0.36j 0.41k,No Alert,No Alert
2024-05-15T04:10:41.008Z,0.47,0.04i -0.40j 0.24k,No Alert,No Alert
2024-05-15T04:10:42.007Z,0.41,-0.13i -0.39j -0.00k,No Alert,No Alert
2024-05-15T04:10:43.007Z,0.52,-0.28i -0.41j 0.17k,No Alert,No Alert
2024-05-15T04:10:44.007Z,0.65,-0.16i -0.43j 0.46k,No Alert,No Alert
2024-05-15T04:10:45.007Z,0.45,-0.16i -0.42j 0.09k,No Alert,No Alert
2024-05-15T04:10:46.007Z,0.29,0.04i -0.23j -0.17k,No Alert,No Alert
2024-05-15T04:10:47.006Z,0.45,0.20i -0.25j -0.31k,No Alert,No Alert
2024-05-15T04:10:48.006Z,0.49,0.40i -0.02j -0.27k,No Alert,No Alert
2024-05-15T04:10:49.007Z,0.59,0.51i 0.12j -0.26k,No Alert,No Alert
2024-05-15T04:10:50.006Z,0.67,0.59i 0.25j -0.20k,No Alert,No Alert
2024-05-15T04:10:51.008Z,0.64,0.62i 0.16j 0.04k,No Alert,No Alert
2024-05-15T04:10:52.007Z,0.69,0.65i 0.09j 0.21k,No Alert,No Alert
2024-05-15T04:10:53.005Z,0.75,0.67i 0.04j 0.34k,No Alert,No Alert
2024-05-15T04:10:54.007Z,0.81,0.68i -0.01j 0.44k,No Alert,No Alert
2024-05-15T04:10:55.007Z,0.86,0.69i -0.03j 0.51k,No Alert,No Alert
2024-05-15T04:10:56.007Z,0.9,0.70i -0.06j 0.56k,No Alert,No Alert
2024-05-15T04:10:57.006Z,0.92,0.71i -0.07j 0.59k,No Alert,No Alert
2024-05-15T04:10:58.006Z,0.95,0.71i -0.08j 0.62k,No Alert,No Alert
2024-05-15T04:10:59.006Z,0.97,0.72i -0.09j 0.65k,No Alert,No Alert
2024-05-15T04:11:00.006Z,0.97,0.71i -0.10j 0.65k,No Alert,No Alert
2024-05-15T04:11:01.007Z,0.99,0.72i -0.10j 0.66k,No Alert,No Alert
2024-05-15T04:11:02.007Z,0.99,0.72i -0.11j 0.67k,No Alert,No Alert
2024-05-15T04:11:03.007Z,1,0.73i -0.11j 0.67k,No Alert,No Alert
2024-05-15T04:11:04.006Z,1,0.73i -0.11j 0.67k,No Alert,No Alert
2024-05-15T04:11:05.007Z,1,0.73i -0.11j 0.67k,No Alert,No Alert
2024-05-15T04:11:06.006Z,1.01,0.73i -0.11j 0.69k,No Alert,No Alert
2024-05-15T04:11:07.006Z,1,0.73i -0.11j 0.68k,No Alert,No Alert
2024-05-15T04:11:08.006Z,1,0.72i -0.11j 0.68k,No Alert,No Alert
2024-05-15T04:11:09.007Z,1.01,0.72i -0.11j 0.69k,No Alert,No Alert
2024-05-15T04:11:10.007Z,1.01,0.73i -0.12j 0.70k,No Alert,No Alert
2024-05-15T04:11:11.007Z,1.01,0.73i -0.12j 0.70k,No Alert,No Alert
2024-05-15T04:11:12.006Z,1.02,0.73i -0.12j 0.70k,No Alert,No Alert
2024-05-15T04:11:13.007Z,1.02,0.73i -0.12j 0.70k,No Alert,No Alert
2024-05-15T04:11:14.007Z,1.01,0.72i -0.12j 0.70k,No Alert,No Alert
2024-05-15T04:11:15.008Z,1.01,0.72i -0.12j 0.70k,No Alert,No Alert
2024-05-15T04:11:16.006Z,1.01,0.72i -0.12j 0.70k,No Alert,No Alert
2024-05-15T04:11:17.007Z,1.01,0.72i -0.12j 0.70k,No Alert,No Alert
2024-05-15T04:11:18.006Z,1.01,0.72i -0.12j 0.70k,No Alert,No Alert
2024-05-15T04:11:19.009Z,1.02,0.74i -0.12j 0.70k,No Alert,No Alert
2024-05-15T04:11:20.006Z,1.02,0.73i -0.12j 0.70k,No Alert,No Alert
2024-05-15T04:11:21.007Z,0.89,0.72i -0.11j 0.51k,No Alert,No Alert
2024-05-15T04:11:22.007Z,0.93,0.80i -0.18j 0.45k,No Alert,No Alert
2024-05-15T04:11:23.006Z,0.81,0.71i -0.21j 0.33k,No Alert,No Alert
2024-05-15T04:11:24.006Z,0.85,0.75i -0.28j 0.30k,No Alert,No Alert
2024-05-15T04:11:25.007Z,0.77,0.72i -0.02j 0.27k,No Alert,No Alert
2024-05-15T04:11:26.007Z,0.83,0.80i -0.01j 0.21k,No Alert,No Alert
2024-05-15T04:11:27.007Z,0.76,0.71i 0.22j 0.15k,No Alert,No Alert
2024-05-15T04:11:28.007Z,0.57,0.52i 0.24j 0.01k,No Alert,No Alert
2024-05-15T04:11:29.008Z,0.59,0.55i 0.21j 0.04k,No Alert,No Alert
2024-05-15T04:11:30.007Z,0.67,0.64i 0.19j 0.06k,No Alert,No Alert
2024-05-15T04:11:31.007Z,0.84,0.80i 0.27j 0.01k,No Alert,No Alert
2024-05-15T04:11:32.007Z,0.89,0.84i 0.24j 0.13k,No Alert,No Alert
2024-05-15T04:11:33.007Z,0.98,0.92i 0.35j 0.07k,No Alert,No Alert
2024-05-15T04:11:34.007Z,0.94,0.93i 0.15j 0.08k,No Alert,No Alert
2024-05-15T04:11:35.007Z,0.94,0.93i 0.06j 0.11k,No Alert,No Alert
2024-05-15T04:11:36.007Z,0.93,0.92i 0.09j 0.13k,No Alert,No Alert
2024-05-15T04:11:37.007Z,0.9,0.88i 0.04j 0.16k,No Alert,No Alert
2024-05-15T04:11:38.007Z,0.89,0.87i -0.05j 0.17k,No Alert,No Alert
2024-05-15T04:11:39.007Z,0.87,0.84i 0.15j 0.18k,No Alert,No Alert
2024-05-15T04:11:40.009Z,0.85,0.84i 0.12j 0.11k,No Alert,No Alert
2024-05-15T04:11:41.006Z,0.89,0.88i 0.07j -0.03k,No Alert,No Alert
2024-05-15T04:11:42.008Z,0.85,0.83i 0.20j -0.02k,No Alert,No Alert
2024-05-15T04:11:43.007Z,0.87,0.86i 0.12j 0.06k,No Alert,No Alert
2024-05-15T04:11:44.007Z,0.9,0.87i 0.11j 0.18k,No Alert,No Alert
2024-05-15T04:11:45.009Z,0.81,0.77i 0.12j 0.22k,No Alert,No Alert
2024-05-15T04:11:46.007Z,0.87,0.80i 0.11j 0.32k,No Alert,No Alert
2024-05-15T04:11:47.008Z,1.75,1.65i -0.07j 0.58k,No Alert,No Alert
2024-05-15T04:11:48.007Z,1.47,1.38i 0.04j 0.50k,No Alert,No Alert
2024-05-15T04:11:49.008Z,1.51,1.28i -0.07j 0.80k,No Alert,No Alert
2024-05-15T04:11:50.008Z,1.28,1.14i 0.01j 0.60k,No Alert,No Alert
2024-05-15T04:11:51.008Z,1.21,1.08i 0.02j 0.54k,No Alert,No Alert
2024-05-15T04:11:52.008Z,1.25,1.09i 0.03j 0.60k,No Alert,No Alert
2024-05-15T04:11:53.009Z,1.19,1.03i 0.03j 0.59k,No Alert,No Alert
2024-05-15T04:11:54.008Z,1.21,1.01i 0.01j 0.66k,No Alert,No Alert
2024-05-15T04:11:55.008Z,1.05,0.89i 0.04j 0.55k,No Alert,No Alert
2024-05-15T04:11:56.008Z,0.97,0.79i 0.07j 0.55k,No Alert,No Alert
2024-05-15T04:11:57.006Z,0.89,0.72i 0.07j 0.51k,No Alert,No Alert
2024-05-15T04:11:58.008Z,0.76,0.64i 0.14j 0.37k,No Alert,No Alert
2024-05-15T04:11:59.008Z,0.99,0.80i 0.14j 0.57k,No Alert,No Alert
2024-05-15T04:12:00.007Z,0.96,0.75i 0.13j 0.59k,No Alert,No Alert
2024-05-15T04:12:01.008Z,0.95,0.73i -0.01j 0.61k,No Alert,No Alert
2024-05-15T04:12:02.007Z,1.15,0.71i -0.49j 0.75k,No Alert,No Alert
2024-05-15T04:12:03.009Z,1.16,0.72i -0.48j 0.77k,No Alert,No Alert
2024-05-15T04:12:04.008Z,1.09,0.74i -0.29j 0.75k,No Alert,No Alert
2024-05-15T04:12:05.008Z,1,0.76i -0.19j 0.62k,No Alert,No Alert
2024-05-15T04:12:06.007Z,0.93,0.73i -0.24j 0.53k,No Alert,No Alert
2024-05-15T04:12:07.008Z,1.05,0.83i -0.32j 0.56k,No Alert,No Alert
2024-05-15T04:12:08.008Z,1.05,0.95i -0.12j 0.42k,No Alert,No Alert
2024-05-15T04:12:09.009Z,1.4,1.18i 0.17j 0.72k,No Alert,No Alert
2024-05-15T04:12:10.007Z,1.83,1.46i 0.36j 1.04k,No Alert,No Alert
2024-05-15T04:12:11.007Z,2,1.60i 0.39j 1.13k,No Alert,No Alert
2024-05-15T04:12:12.007Z,1.85,1.79i 0.06j 0.46k,No Alert,No Alert
2024-05-15T04:12:13.007Z,2.21,2.01i 0.28j 0.87k,No Alert,No Alert
2024-05-15T04:12:14.008Z,1.82,1.68i 0.38j 0.58k,No Alert,No Alert
2024-05-15T04:12:15.009Z,1.28,1.23i 0.32j 0.16k,No Alert,No Alert
2024-05-15T04:12:16.009Z,0.96,0.89i 0.26j -0.22k,No Alert,No Alert
2024-05-15T04:12:17.009Z,0.81,0.64i 0.28j -0.41k,No Alert,No Alert
2024-05-15T04:12:18.008Z,0.78,0.45i 0.36j -0.53k,No Alert,No Alert
2024-05-15T04:12:19.009Z,0.57,0.29i 0.43j -0.24k,No Alert,No Alert
2024-05-15T04:12:20.009Z,0.4,0.22i 0.32j 0.10k,No Alert,No Alert
2024-05-15T04:12:21.008Z,0.45,0.17i 0.24j 0.34k,No Alert,No Alert
2024-05-15T04:12:22.009Z,0.57,0.13i 0.18j 0.52k,No Alert,No Alert
2024-05-15T04:12:23.008Z,0.68,0.11i 0.14j 0.66k,No Alert,No Alert
2024-05-15T04:12:24.008Z,0.77,0.09i 0.11j 0.75k,No Alert,No Alert
2024-05-15T04:12:25.009Z,0.83,0.07i 0.09j 0.82k,No Alert,No Alert
2024-05-15T04:12:26.008Z,0.88,0.06i 0.07j 0.87k,No Alert,No Alert
2024-05-15T04:12:27.009Z,0.91,0.05i 0.06j 0.91k,No Alert,No Alert
